"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","1890816","Ehsan  Ahmad and Bilal  Raza and Robert  Feldt and Tanja  Nordeb&#228;ck","","","","ECSS Standard Compliant Agile Software Development: An Industrial Case Study","6:1--6:6","6","6","European Cooperation for Space Standardization, agile paradigm, case study","10.1145/1890810.1890816","","","","","","","2010","","Proceedings of the 2010 National Software Engineering Conference","NSEC '10","","978-1-4503-0026-1","Rawalpindi, Pakistan","ACM","New York, NY, USA"
"article","2593239","Po-Hsien  Tseng and Pi-Cheng  Hsiu and Chin-Chiang  Pan and Tei-Wei  Kuo","","","","User-Centric Energy-Efficient Scheduling on Multi-Core Mobile Devices","85:1--85:6","85","6","DPM, DVFS, Unfair scheduling, energy efficiency, multi-core mobile devices, user experience","10.1145/2593069.2593239","","","","","","","2014","","Proceedings of the 51st Annual Design Automation Conference","DAC '14","","978-1-4503-2730-5","San Francisco, CA, USA","ACM","New York, NY, USA"
"article","2661700","Danny  Dig","","","","Improving Responsiveness in Mobile Apps via Refactoring for Asynchrony (Invited Talk)","9--10","","2","Android, Asynchrony, Windows Phone","10.1145/2661694.2661700","","","","","","","2014","","Proceedings of the 2Nd International Workshop on Software Development Lifecycle for Mobile","DeMobile 2014","","978-1-4503-3225-5","Hong Kong, China","ACM","New York, NY, USA"
"article","1391663","J.  Ceng and J.  Castrillon and W.  Sheng and H.  Scharw&#228;chter and R.  Leupers and G.  Ascheid and H.  Meyr and T.  Isshiki and H.  Kunieda","","","","MAPS: An Integrated Framework for MPSoC Application Parallelization","754--759","","6","MPSoC programming, embedded, parallelization, software","10.1145/1391469.1391663","","","","","","","2008","","Proceedings of the 45th Annual Design Automation Conference","DAC '08","","978-1-60558-115-6","Anaheim, California","ACM","New York, NY, USA"
"article","2852013","Shahid  Hussain","","","","Threshold Analysis of Design Metrics to Detect Design Flaws: Student Research Abstract","1584--1585","","2","","10.1145/2851613.2852013","","","","","","","2016","","Proceedings of the 31st Annual ACM Symposium on Applied Computing","SAC '16","","978-1-4503-3739-7","Pisa, Italy","ACM","New York, NY, USA"
"article","2534939","Ilyas  Uyanik and Dan  Price and Panagiotis  Tsiamyrtzis and Ioannis  Pavlidis","","","","Interfacing Real-time Ozone Information","20--23","","4","design dilemma, mobile weather app, ozone mapping, real-time pollutant visualization, visual metaphor","10.1145/2534931.2534939","","","","","","","2013","","Proceedings of the 1st ACM SIGSPATIAL International Workshop on MapInteraction","MapInteract '13","","978-1-4503-2536-3","Orlando, Florida","ACM","New York, NY, USA"
"article","1516293","Kwang-Chun  Go and Jae-Hyun  Kim and Seong-Hwan  Oh and Kyeong-Deok  Moon and Kwang-II  Lee","","","","Resource Allocation Algorithm Considering a Priority of Service Classes for WiMedia UWB System","298--301","","4","WiMedia UWB, priority, resource allocation","10.1145/1516241.1516293","","","","","","","2009","","Proceedings of the 3rd International Conference on Ubiquitous Information Management and Communication","ICUIMC '09","","978-1-60558-405-8","Suwon, Korea","ACM","New York, NY, USA"
"article","1456416","Janne  Lindqvist and Juha-Matti  Tapio","","","","Protecting Privacy with Protocol Stack Virtualization","65--74","","10","privacy, protocol stack virtualization, pseudonymity","10.1145/1456403.1456416","","","","","","","2008","","Proceedings of the 7th ACM Workshop on Privacy in the Electronic Society","WPES '08","","978-1-60558-289-4","Alexandria, Virginia, USA","ACM","New York, NY, USA"
"article","2362009","Maryam  Razavian and Patricia  Lago","","","","A Lean and Mean Strategy for Migration to Services","61--68","","8","activity, interview survey, knowledge, migration to services","10.1145/2361999.2362009","","","","","","","2012","","Proceedings of the WICSA/ECSA 2012 Companion Volume","WICSA/ECSA '12","","978-1-4503-1568-5","Helsinki, Finland","ACM","New York, NY, USA"
"article","1410003","Ryan  Metzger and Mooi Choo  Chuah","","","","Opportunistic Information Distribution in Challenged Networks","97--104","","8","disruption tolerant networking, dtn, jabber, mobile ad hoc networking, proxy","10.1145/1409985.1410003","","","","","","","2008","","Proceedings of the Third ACM Workshop on Challenged Networks","CHANTS '08","","978-1-60558-186-6","San Francisco, California, USA","ACM","New York, NY, USA"
"article","1390833","Harald  Raffelt and Tiziana  Margaria and Bernhard  Steffen and Maik  Merten","","","","Hybrid Test of Web Applications with Webtest","1--7","","7","automata learning, testing, web applications","10.1145/1390832.1390833","","","","","","","2008","","Proceedings of the 2008 Workshop on Testing, Analysis, and Verification of Web Services and Applications","TAV-WEB '08","","978-1-60558-053-1","Seattle, Washington","ACM","New York, NY, USA"
"article","353180","Jerry  Kiernan and Michael J. Carey","","","","Middleware Object Query Processing with Deferred Updates and Autonomous Sources","118--129","","12","DBMS, cache, middleware, object-oriented, query","10.1145/354222.353180","SIGPLAN Not.","Oct. 2000","35","10","","October","2000","0362-1340","","","","","","ACM","New York, NY, USA"
"article","353180","Jerry  Kiernan and Michael J. Carey","","","","Middleware Object Query Processing with Deferred Updates and Autonomous Sources","118--129","","12","DBMS, cache, middleware, object-oriented, query","10.1145/353171.353180","","","","","","","2000","","Proceedings of the 15th ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications","OOPSLA '00","","1-58113-200-X","Minneapolis, Minnesota, USA","ACM","New York, NY, USA"
"article","280350","C.  Mohan","","","","State of the Art in Workflow Management Research and Products","544--","","","","10.1145/235968.280350","SIGMOD Rec.","June 1996","25","2","","June","1996","0163-5808","","","","","","ACM","New York, NY, USA"
"article","280350","C.  Mohan","","","","State of the Art in Workflow Management Research and Products","544--","","","","10.1145/233269.280350","","","","","","","1996","","Proceedings of the 1996 ACM SIGMOD International Conference on Management of Data","SIGMOD '96","","0-89791-794-4","Montreal, Quebec, Canada","ACM","New York, NY, USA"
"article","2557569","Julian  Horsch and Sascha  Wessel and Frederic  Stumpf and Claudia  Eckert","","","","SobTrA: A Software-based Trust Anchor for ARM Cortex Application Processors","273--280","","8","arm architecture, mobile security, secure boot, self-checksumming code, smartphone, software-based trust anchor","10.1145/2557547.2557569","","","","","","","2014","","Proceedings of the 4th ACM Conference on Data and Application Security and Privacy","CODASPY '14","","978-1-4503-2278-2","San Antonio, Texas, USA","ACM","New York, NY, USA"
"article","2048173","Ferosh  Jacob","","","","CUDACL+: A Framework for GPU Programs","55--58","","4","cuda, cudacl, opencl","10.1145/2048147.2048173","","","","","","","2011","","Proceedings of the ACM International Conference Companion on Object Oriented Programming Systems Languages and Applications Companion","OOPSLA '11","","978-1-4503-0942-4","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","1900159","Connie  Hecker and Deborah  Becker","","","","Service Learning Utilizing Live Business Partnerships","117:1--117:2","117","2","applied learning, community service, experiential learning, student engagement","10.1145/1900008.1900159","","","","","","","2010","","Proceedings of the 48th Annual Southeast Regional Conference","ACM SE '10","","978-1-4503-0064-3","Oxford, Mississippi","ACM","New York, NY, USA"
"article","1923950","Piero  Cangialosi and Carlo  Consoli and Alessandro  Faraotti and Guido  Vetere","","","","Accessing Data Through Ontologies with ONDA","13--26","","14","","10.1145/1923947.1923950","","","","","","","2010","","Proceedings of the 2010 Conference of the Center for Advanced Studies on Collaborative Research","CASCON '10","","","Toronto, Ontario, Canada","IBM Corp.","Riverton, NJ, USA"
"article","2325643","Andrew  Quitmeyer and Michael  Nitsche","","","","Documatic: Participatory, Mobile Shooting Assistant, Pre-editor, and Groundwork for Semi-automatic Filmmaking","135--138","","4","android, automation, categorical documentary, collaborative, documentary, editing assistant, filmmaking, open-source, pre-editor, procedural model, smartphone, television","10.1145/2325616.2325643","","","","","","","2012","","Proceedings of the 10th European Conference on Interactive Tv and Video","EuroiTV '12","","978-1-4503-1107-6","Berlin, Germany","ACM","New York, NY, USA"
"article","2882869","Silvia  Lindtner and Anna  Greenspan and David  Li","","","","Designed in Shenzhen: Shanzhai Manufacturing and Maker Entrepreneurs","85--96","","12","China, DIY, Shanzhai, industrial production, maker culture, manufacturing, open source, participation","10.7146/aahcc.v1i1.21265","","","","","","","2015","","Proceedings of The Fifth Decennial Aarhus Conference on Critical Alternatives","AA '15","","","Aarhus, Denmark","Aarhus University Press",""
"article","2904360","Hennie  Huijgens and Magiel  Bruntink and Arie  van Deursen and Tijs  van der Storm and Frank  Vogelezang","","","","An Exploratory Study on Functional Size Measurement Based on Code","56--65","","10","automated fsm, cosmic, fpa, fsm, function point analysis, functional size measurement, ifpug, nesma","10.1145/2904354.2904360","","","","","","","2016","","Proceedings of the International Conference on Software and Systems Process","ICSSP '16","","978-1-4503-4188-2","Austin, Texas","ACM","New York, NY, USA"
"article","2944790","Dalia  Herculea and Chung Shue Chen and Majed  Haddad and V&#233;ronique  Capdevielle","","","","Straight: Stochastic Geometry and User History Based Mobility Estimation","1--6","","6","","10.1145/2944789.2944790","","","","","","","2016","","Proceedings of the 8th ACM International Workshop on Hot Topics in Planet-scale mObile Computing and Online Social neTworking","HotPOST '16","","978-1-4503-4344-2","Paderborn, Germany","ACM","New York, NY, USA"
"article","2434030","Milan  Milenkovic and Ulf  Hanebutte and Thanh  Dang","","","","POEM - a User-centric Approach to Energy Efficiency in Office Buildings","37--38","","2","","10.1145/2434020.2434030","","","","","","","2011","","Proceedings of the Third ACM Workshop on Embedded Sensing Systems for Energy-Efficiency in Buildings","BuildSys '11","","978-1-4503-0749-9","Seattle, Washington","ACM","New York, NY, USA"
"article","968203","Seok Won Lee and David C. Rine","","","","Missing Requirements and Relationship Discovery Through Proxy Viewpoints Model","1513--1518","","6","missing requirements discovery, proxy viewpoints, requirements categorization, software requirements engineering","10.1145/967900.968203","","","","","","","2004","","Proceedings of the 2004 ACM Symposium on Applied Computing","SAC '04","","1-58113-812-1","Nicosia, Cyprus","ACM","New York, NY, USA"
"article","2422556","Alie El-Din Mady and Gregory  Provan and Ning  Wei","","","","Designing Cost-efficient Wireless Sensor/Actuator Networks for Building Control Systems","138--144","","7","MPC, building energy, co-design, sensor","10.1145/2422531.2422556","","","","","","","2012","","Proceedings of the Fourth ACM Workshop on Embedded Sensing Systems for Energy-Efficiency in Buildings","BuildSys '12","","978-1-4503-1170-0","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","2479560","Jayne  Wallace and Peter C. Wright and John  McCarthy and David Philip Green and James  Thomas and Patrick  Olivier","","","","A Design-led Inquiry into Personhood in Dementia","2883--2884","","2","dementia, empathy, experience-centered design, memory, personhood, probes, reflection, reminiscence, self","10.1145/2468356.2479560","","","","","","","2013","","CHI '13 Extended Abstracts on Human Factors in Computing Systems","CHI EA '13","","978-1-4503-1952-2","Paris, France","ACM","New York, NY, USA"
"article","512563","Dan  Grossman and Greg  Morrisett and Trevor  Jim and Michael  Hicks and Yanling  Wang and James  Cheney","","","","Region-based Memory Management in Cyclone","282--293","","12","","10.1145/512529.512563","","","","","","","2002","","Proceedings of the ACM SIGPLAN 2002 Conference on Programming Language Design and Implementation","PLDI '02","","1-58113-463-0","Berlin, Germany","ACM","New York, NY, USA"
"article","512563","Dan  Grossman and Greg  Morrisett and Trevor  Jim and Michael  Hicks and Yanling  Wang and James  Cheney","","","","Region-based Memory Management in Cyclone","282--293","","12","","10.1145/543552.512563","SIGPLAN Not.","May 2002","37","5","","May","2002","0362-1340","","","","","","ACM","New York, NY, USA"
"article","584946","Juliano Palmieri Lage and Altigran S. da Silva and Paulo B. Golgher and Alberto H. F. Laender","","","","Collecting Hidden Weeb Pages for Data Extraction","69--75","","7","collecting agents, hidden web, navigation patterns","10.1145/584931.584946","","","","","","","2002","","Proceedings of the 4th International Workshop on Web Information and Data Management","WIDM '02","","1-58113-593-9","McLean, Virginia, USA","ACM","New York, NY, USA"
"article","1176920","Richard  Urunuela and Gilles  Muller and Julia L. Lawall","","","","Energy Adaptation for Multimedia Information Kiosks","223--232","","10","dynamic voltage scaling, embedded systems, multimedia application","10.1145/1176887.1176920","","","","","","","2006","","Proceedings of the 6th ACM &Amp; IEEE International Conference on Embedded Software","EMSOFT '06","","1-59593-542-8","Seoul, Korea","ACM","New York, NY, USA"
"article","2996699","Wenchao  Jiang and Zhimeng  Yin and Song Min Kim and Tian  He","","","","Side Channel Communication over Wireless Traffic: A CTC Design: Poster Abstract","346--347","","2","","10.1145/2994551.2996699","","","","","","","2016","","Proceedings of the 14th ACM Conference on Embedded Network Sensor Systems CD-ROM","SenSys '16","","978-1-4503-4263-6","Stanford, CA, USA","ACM","New York, NY, USA"
"article","1450063","Yong-Goo  Lee and Dawoon  Jung and Dongwon  Kang and Jin-Soo  Kim","","","","{$\mu$}FTLL:: A Memory-efficient Flash Translation Layer Supporting Multiple Mapping Granularities","21--30","","10","NAND flash memory, address translation, flash translation layer (FTL)","10.1145/1450058.1450063","","","","","","","2008","","Proceedings of the 8th ACM International Conference on Embedded Software","EMSOFT '08","","978-1-60558-468-3","Atlanta, GA, USA","ACM","New York, NY, USA"
"article","1119763","S.  Sivavakeesarer and G.  Pavlou","","","","Two-way Admission Control and Resource Allocation for Quality of Service Support in Location-aided Mobile Ad Hoc Networks","44--57","","14","","10.1145/1119759.1119763","SIGMOBILE Mob. Comput. Commun. Rev.","January 2006","10","1","","January","2006","1559-1662","","","","","","ACM","New York, NY, USA"
"article","2468656","Pil Ho  Kim and Fausto  Giunchiglia","","","","The Open Platform for Personal Lifelogging: The eLifeLog Architecture","1677--1682","","6","lifelog, lifelog data model, multimedia management, personal information management, personal lifelogging","10.1145/2468356.2468656","","","","","","","2013","","CHI '13 Extended Abstracts on Human Factors in Computing Systems","CHI EA '13","","978-1-4503-1952-2","Paris, France","ACM","New York, NY, USA"
"article","1735820","Elie  Soubiran","","","","A Unified Framework and a Transparent Name-space for the Coq Module System","38--45","","8","Coq, module system, name-space","10.1145/1735813.1735820","","","","","","","2009","","Proceedings of the 1st Workshop on Modules and Libraries for Proof Assistants","MLPA '09","","978-1-60558-954-1","Montreal, Canada","ACM","New York, NY, USA"
"article","1454559","Guillaume  Urvoy-Keller and Andr&#233;-Luc  Beylot","","","","Improving Flow Level Fairness and Interactivity in WLANs Using Size-based Scheduling Policies","333--340","","8","802.11, LAS, TCP, size-based scheduling","10.1145/1454503.1454559","","","","","","","2008","","Proceedings of the 11th International Symposium on Modeling, Analysis and Simulation of Wireless and Mobile Systems","MSWiM '08","","978-1-60558-235-1","Vancouver, British Columbia, Canada","ACM","New York, NY, USA"
"article","1810450","Barry  Boehm and Jo Ann Lane","","","","New Processes for New Horizons: The Incremental Commitment Model","501--502","","2","feasibility evidence, hardware-software-human factors integration, incremental commitment model, risk management","10.1145/1810295.1810450","","","","","","","2010","","Proceedings of the 32Nd ACM/IEEE International Conference on Software Engineering - Volume 2","ICSE '10","","978-1-60558-719-6","Cape Town, South Africa","ACM","New York, NY, USA"
"article","1859803","Nikolas  Grigoriou and Andreas  Floros and Konstantinos  Drossos","","","","Binaural Mixing Using Gestural Control Interaction","4:1--4:6","4","6","binaural mixing, gestural interaction","10.1145/1859799.1859803","","","","","","","2010","","Proceedings of the 5th Audio Mostly Conference: A Conference on Interaction with Sound","AM '10","","978-1-4503-0046-9","Pite&#229;, Sweden","ACM","New York, NY, USA"
"article","1028746","Hoi  Chan and Trieu C. Chieu","","","","An Approach and Tools to Automate Externalization of Application Logic","194--195","","2","aspect, automate, business logic, byte code, code generation, externalization, rule engine, rules","10.1145/1028664.1028746","","","","","","","2004","","Companion to the 19th Annual ACM SIGPLAN Conference on Object-oriented Programming Systems, Languages, and Applications","OOPSLA '04","","1-58113-833-4","Vancouver, BC, CANADA","ACM","New York, NY, USA"
"article","1595803","Davide  Di Ruscio and Patrizio  Pelliccione and Alfonso  Pierantonio and Stefano  Zacchiroli","","","","Towards Maintainer Script Modernization in FOSS Distributions","11--20","","10","foss, model-driven engineering software modernization","10.1145/1595800.1595803","","","","","","","2009","","Proceedings of the 1st International Workshop on Open Component Ecosystems","IWOCE '09","","978-1-60558-677-9","Amsterdam, The Netherlands","ACM","New York, NY, USA"
"article","1497333","Oliver  Jorns and Gerald  Quirchmayr","","","","A Middleware for Location-based Mobile Applications with Privacy Protection","111--116","","6","location-based services, privacy, security, telecommunication networks","10.1145/1497308.1497333","","","","","","","2008","","Proceedings of the 10th International Conference on Information Integration and Web-based Applications & Services","iiWAS '08","","978-1-60558-349-5","Linz, Austria","ACM","New York, NY, USA"
"article","2833200","Ali  Jannesari and Siegfried  Benkner and Xinghui  Zhao and Ehsan  Atoofian and Yukionri  Sato","","","","Workshop Preview of the 2Nd International Workshop on Software for Parallel Systems (SEPS 2015)","95--96","","2","Parallel programming, manycore, multicore, parallel systems, software engineering","10.1145/2814189.2833200","","","","","","","2015","","Companion Proceedings of the 2015 ACM SIGPLAN International Conference on Systems, Programming, Languages and Applications: Software for Humanity","SPLASH Companion 2015","","978-1-4503-3722-9","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","319689","G.  Ghinea and J. P. Thomas and R. S. Fish","","","","Multimedia, Network Protocols and Users&Mdash;Bridging the Gap","473--476","","4","QoP, QoS, perception, protocol adaptation","10.1145/319463.319689","","","","","","","1999","","Proceedings of the Seventh ACM International Conference on Multimedia (Part 1)","MULTIMEDIA '99","","1-58113-151-8","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","2980139","Chia-Yu  Chang and Konstantinos  Alexandris and Navid  Nikaein and Kostas  Katsalis and Thrasyvoulos  Spyropoulos","","","","MEC Architectural Implications for LTE/LTE-A Networks","13--18","","6","4G, 5G, caching, decentralized cloud, mobile edge computing","10.1145/2980137.2980139","","","","","","","2016","","Proceedings of the Workshop on Mobility in the Evolving Internet Architecture","MobiArch '16","","978-1-4503-4257-5","New York City, New York","ACM","New York, NY, USA"
"article","1164762","Kuo-Chang  Ting and Mao-yu  Jan and Sung-huai  Hsieh and Hsiu-Hui  Lee and Feipei  Lai","","","","Design and Analysis of Grouping-based DCF (GB-DCF) Scheme for the MAC Layer Enhancement of 802.11 and 802.11N","255--264","","10","802.11n, CP, DCF, GB-DCF, MAC, PC, PCF","10.1145/1164717.1164762","","","","","","","2006","","Proceedings of the 9th ACM International Symposium on Modeling Analysis and Simulation of Wireless and Mobile Systems","MSWiM '06","","1-59593-477-4","Terromolinos, Spain","ACM","New York, NY, USA"
"article","1993493","Martin  Aigner and Andreas  Haas and Christoph M. Kirsch and Michael  Lippautz and Ana  Sokolova and Stephanie  Stroka and Andreas  Unterweger","","","","Short-term Memory for Self-collecting Mutators","99--108","","10","explicit heap management","10.1145/1993478.1993493","","","","","","","2011","","Proceedings of the International Symposium on Memory Management","ISMM '11","","978-1-4503-0263-0","San Jose, California, USA","ACM","New York, NY, USA"
"article","1993493","Martin  Aigner and Andreas  Haas and Christoph M. Kirsch and Michael  Lippautz and Ana  Sokolova and Stephanie  Stroka and Andreas  Unterweger","","","","Short-term Memory for Self-collecting Mutators","99--108","","10","explicit heap management","10.1145/2076022.1993493","SIGPLAN Not.","November 2011","46","11","","June","2011","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2431356","Carlo  Curino and Hyun Jin Moon and Alin  Deutsch and Carlo  Zaniolo","","","","Automating the Database Schema Evolution Process","73--98","","26","Integrity constraints management, Mapping, Relational, Rewriting, SMO, Schema evolution, Updates","10.1007/s00778-012-0302-x","The VLDB Journal","February  2013","22","1","","February","2013","1066-8888","","","","","","Springer-Verlag New York, Inc.","Secaucus, NJ, USA"
"article","2038807","David  Middleton","","","","How to Deliver a Gentle Introduction to LR Parsing","160--160","","1","","","J. Comput. Sci. Coll.","January 2012","27","3","","January","2012","1937-4771","","","","","","Consortium for Computing Sciences in Colleges","USA"
"article","2480671","Junghoon  Lee and Sang-Wook  Kim and Gyung-Leen  Park","","","","A Tour Recommendation Service for Electric Vehicles Based on a Hybrid Orienteering Model","1652--1654","","3","charging plan, electric vehicle, recommendation, tour schedule, waiting time","10.1145/2480362.2480671","","","","","","","2013","","Proceedings of the 28th Annual ACM Symposium on Applied Computing","SAC '13","","978-1-4503-1656-9","Coimbra, Portugal","ACM","New York, NY, USA"
"article","961361","Jelber Sayyad Shirabad and Timothy C. Lethbridge and Stan  Matwin","","","","Applying Data Mining to Software Maintenance Records","253--265","","13","","","","","","","","","2003","","Proceedings of the 2003 Conference of the Centre for Advanced Studies on Collaborative Research","CASCON '03","","","Toronto, Ontario, Canada","IBM Press",""
"article","2684354","Shareeful  Islam and Edgar R. Weippl and Katharina  Krombholz","","","","A Decision Framework Model for Migration into Cloud: Business, Application, Security and Privacy Perspectives","185--189","","5","cloud migration, privacy, risk management, security","10.1145/2684200.2684354","","","","","","","2014","","Proceedings of the 16th International Conference on Information Integration and Web-based Applications &#38; Services","iiWAS '14","","978-1-4503-3001-5","Hanoi, Viet Nam","ACM","New York, NY, USA"
"article","2851897","Solvita  Berzisa and Inese  Polaka and Inese  Supulniece and Janis  Grabis and Edgars  Ozolins and Egils  Meiers","","","","Method for Decomposition of Monolithic Enterprise Applications","1210--1213","","4","decomposition, enterprise application, object-oriented, software clustering","10.1145/2851613.2851897","","","","","","","2016","","Proceedings of the 31st Annual ACM Symposium on Applied Computing","SAC '16","","978-1-4503-3739-7","Pisa, Italy","ACM","New York, NY, USA"
"article","2659797","Will  Lunniss and Sebastian  Altmeyer and Giuseppe  Lipari and Robert I. Davis","","","","Accounting for Cache Related Pre-emption Delays in Hierarchical Scheduling","183:183--183:192","183","10","Cache Related Pre-emption Delays, Fixed priority pre-emptive scheduling, Hierarchical scheduling, Response time analysis","10.1145/2659787.2659797","","","","","","","2014","","Proceedings of the 22Nd International Conference on Real-Time Networks and Systems","RTNS '14","","978-1-4503-2727-5","Versaille, France","ACM","New York, NY, USA"
"article","774844","Christian  Collberg and Stephen  Kobourov and Jasvir  Nagra and Jacob  Pitts and Kevin  Wampler","","","","A System for Graph-based Visualization of the Evolution of Software","77--ff","","","","10.1145/774833.774844","","","","","","","2003","","Proceedings of the 2003 ACM Symposium on Software Visualization","SoftVis '03","","1-58113-642-0","San Diego, California","ACM","New York, NY, USA"
"article","1784505","Cristiana  Bolchini and Elisa  Quintarelli and Rosalba  Rossato","","","","Relational Data Tailoring Through View Composition","149--164","","16","","","","","","","","","2007","","Proceedings of the 26th International Conference on Conceptual Modeling","ER'07","","3-540-75562-4, 978-3-540-75562-3","Auckland, New Zealand","Springer-Verlag","Berlin, Heidelberg"
"article","2684797","Markus  Tasch and Rahamatullah  Khondoker and Ronald  Marx and Kpatcha  Bayarou","","","","Security Analysis of Security Applications for Software Defined Networks","23:23--23:30","23","8","OpenFlow, OpenFlow - Random Host Mutation, Resonance, STRIDE, Software Defined Networking (SDN)","10.1145/2684793.2684797","","","","","","","2014","","Proceedings of the AINTEC 2014 on Asian Internet Engineering Conference","AINTEC '14","","978-1-4503-3251-4","Chiang Mai, Thailand","ACM","New York, NY, USA"
"article","2973771","Utkarsh  Goel and Moritz  Steiner and Mike P. Wittie and Martin  Flack and Stephen  Ludin","","","","A Case for Faster Mobile Web in Cellular IPv6 Networks","176--188","","13","CDN, DNS, IPv4, IPv6, cellular, measurement, mobile web, performance","10.1145/2973750.2973771","","","","","","","2016","","Proceedings of the 22Nd Annual International Conference on Mobile Computing and Networking","MobiCom '16","","978-1-4503-4226-1","New York City, New York","ACM","New York, NY, USA"
"article","1030405","Li  Zhang and Michael  Bieber and David  Millard and Vincent  Oria","","","","Supporting Virtual Documents in Just-in-time Hypermedia Systems","35--44","","10","dynamic hypermedia functionality, dynamic regeneration, integration architecture, just-in-time hypermedia, re-identification, re-location, virtual documents","10.1145/1030397.1030405","","","","","","","2004","","Proceedings of the 2004 ACM Symposium on Document Engineering","DocEng '04","","1-58113-938-1","Milwaukee, Wisconsin, USA","ACM","New York, NY, USA"
"article","1060748","Yuji  Inoue","","","","Innovation for a Human-centered Network: NTT's R&Amp;D Activities for Achieving the NTT Group's Medium-term Management Strategy","267--267","","1","","10.1145/1060745.1060748","","","","","","","2005","","Proceedings of the 14th International Conference on World Wide Web","WWW '05","","1-59593-046-9","Chiba, Japan","ACM","New York, NY, USA"
"article","2749467","Jacob  Shwirtz","","","","Empowering Storytellers with Social Media","1--1","","1","social media, storytelling, television, transmedia","10.1145/2745197.2749467","","","","","","","2015","","Proceedings of the ACM International Conference on Interactive Experiences for TV and Online Video","TVX '15","","978-1-4503-3526-3","Brussels, Belgium","ACM","New York, NY, USA"
"article","1347305","John  Soldatos and Nikolaos  Dimakis and Kostas  Stamatis and Lazaros  Polymenakos","","","","A Breadboard Architecture for Pervasive Context-aware Services in Smart Spaces: Middleware Components and Prototype Applications","193--212","","20","Architecture, Autonomic computing, Context-awareness, Middleware, Smart spaces, Ubiquitous computing","10.1007/s00779-006-0102-7","Personal Ubiquitous Comput.","February 2007","11","3","","February","2007","1617-4909","","","","","","Springer-Verlag","London, UK, UK"
"article","1081765","Andrew  Le Gear and Jim  Buckley","","","","Reengineering Towards Components Using Reconn-exion","370--373","","4","component recovery, features, reuse","10.1145/1095430.1081765","SIGSOFT Softw. Eng. Notes","September 2005","30","5","","September","2005","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1081765","Andrew  Le Gear and Jim  Buckley","","","","Reengineering Towards Components Using Reconn-exion","370--373","","4","component recovery, features, reuse","10.1145/1081706.1081765","","","","","","","2005","","Proceedings of the 10th European Software Engineering Conference Held Jointly with 13th ACM SIGSOFT International Symposium on Foundations of Software Engineering","ESEC/FSE-13","","1-59593-014-0","Lisbon, Portugal","ACM","New York, NY, USA"
"article","1859095","Casandra  Holotescu","","","","Error-avoiding Adaptors for Black-box Software Components","487--492","","6","adaptation, component-based systems, maintenance, model refinement","10.1145/1858996.1859095","","","","","","","2010","","Proceedings of the IEEE/ACM International Conference on Automated Software Engineering","ASE '10","","978-1-4503-0116-9","Antwerp, Belgium","ACM","New York, NY, USA"
"article","2742654","Chi  Zhang and Xinyu  Zhang and Ranveer  Chandra","","","","Energy Efficient WiFi Display","405--418","","14","energy efficiency, miracast, mobile phones, wifi direct, wifi display","10.1145/2742647.2742654","","","","","","","2015","","Proceedings of the 13th Annual International Conference on Mobile Systems, Applications, and Services","MobiSys '15","","978-1-4503-3494-5","Florence, Italy","ACM","New York, NY, USA"
"article","2492271","Deepak  Rai and Kirti  Tyagi","","","","Bio-inspired Optimization Techniques: A Critical Comparative Study","1--7","","7","application, bio-inspired optimization, development, intent, optimization, performance","10.1145/2492248.2492271","SIGSOFT Softw. Eng. Notes","July 2013","38","4","","July","2013","0163-5948","","","","","","ACM","New York, NY, USA"
"article","2790007","Michael  Alan Chang and Thomas  Holterbach and Markus  Happe and Laurent  Vanbever","","","","Supercharge Me: Boost Router Convergence with SDN","341--342","","2","fast convergence, network performance analysis, routers","10.1145/2829988.2790007","SIGCOMM Comput. Commun. Rev.","October 2015","45","4","","August","2015","0146-4833","","","","","","ACM","New York, NY, USA"
"article","2790007","Michael  Alan Chang and Thomas  Holterbach and Markus  Happe and Laurent  Vanbever","","","","Supercharge Me: Boost Router Convergence with SDN","341--342","","2","fast convergence, network performance analysis, routers","10.1145/2785956.2790007","","","","","","","2015","","Proceedings of the 2015 ACM Conference on Special Interest Group on Data Communication","SIGCOMM '15","","978-1-4503-3542-3","London, United Kingdom","ACM","New York, NY, USA"
"article","2600811","Eliana  Kaneshima and Rosana T. Vaccare Braga","","","","Patterns for Enterprise Application Integration","2:1--2:16","2","16","enterprise application integration, patterns for integration of applications","10.1145/2591028.2600811","","","","","","","2012","","Proceedings of the 9th Latin-American Conference on Pattern Languages of Programming","SugarLoafPLoP '12","","978-1-4503-2787-9","Natal, Rio Grande do Norte, Brazil","ACM","New York, NY, USA"
