"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2259022","Jun  Liu and Nishkam  Ravi and Srimat  Chakradhar and Mahmut  Kandemir","","","","Panacea: Towards Holistic Optimization of MapReduce Applications","33--43","","11","","10.1145/2259016.2259022","","","","","","","2012","","Proceedings of the Tenth International Symposium on Code Generation and Optimization","CGO '12","","978-1-4503-1206-6","San Jose, California","ACM","New York, NY, USA"
"article","318368","Matthais  Jarke and John  Mylopoulos","","","","Cooperative Information Systems (Tutorial Session)(Abstract Only): A Research Agenda","5--","","","","10.1145/240080.318368","","","","","","","1996","","Proceedings of the 1996 ACM Conference on Computer Supported Cooperative Work","CSCW '96","","0-89791-765-0","Boston, Massachusetts, USA","ACM","New York, NY, USA"
"article","271708","Richard D. Powers","","","","Implementing CIFO Using Ada 95 and POSIX","77--82","","6","","10.1145/271662.271708","Ada Lett.","Sept./Oct. 1997","XVII","5","","October","1997","1094-3641","","","","","","ACM","New York, NY, USA"
"article","271708","Richard D. Powers","","","","Implementing CIFO Using Ada 95 and POSIX","77--82","","6","","10.1145/271658.271708","","","","","","","1997","","Proceedings of the Eighth International Workshop on Real-Time Ada","IRTAW '97","","","Ravenscar, United Kingdom","ACM","New York, NY, USA"
"article","2814252","Thomas  Degueule and Benoit  Combemale and Arnaud  Blouin and Olivier  Barais and Jean-Marc  J&#233;z&#233;quel","","","","Melange: A Meta-language for Modular and Reusable Development of DSLs","25--36","","12","Domain-specific languages, language composition, language reuse, melange, model typing","10.1145/2814251.2814252","","","","","","","2015","","Proceedings of the 2015 ACM SIGPLAN International Conference on Software Language Engineering","SLE 2015","","978-1-4503-3686-4","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","2451518","Tobias J.K. Edler von Koch and Bj&#246;rn  Franke","","","","Limits of Region-based Dynamic Binary Parallelization","13--22","","10","automatic parallelization, dynamic binary parallelization, runtime systems, thread-level speculation, transactional memory","10.1145/2517326.2451518","SIGPLAN Not.","July 2013","48","7","","March","2013","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2451518","Tobias J.K. Edler von Koch and Bj&#246;rn  Franke","","","","Limits of Region-based Dynamic Binary Parallelization","13--22","","10","automatic parallelization, dynamic binary parallelization, runtime systems, thread-level speculation, transactional memory","10.1145/2451512.2451518","","","","","","","2013","","Proceedings of the 9th ACM SIGPLAN/SIGOPS International Conference on Virtual Execution Environments","VEE '13","","978-1-4503-1266-0","Houston, Texas, USA","ACM","New York, NY, USA"
"article","1315254","Chris  Karlof and Umesh  Shankar and J. D. Tygar and David  Wagner","","","","Dynamic Pharming Attacks and Locked Same-origin Policies for Web Browsers","58--71","","14","pharming, same-origin policy, web authentication","10.1145/1315245.1315254","","","","","","","2007","","Proceedings of the 14th ACM Conference on Computer and Communications Security","CCS '07","","978-1-59593-703-2","Alexandria, Virginia, USA","ACM","New York, NY, USA"
"article","500239","Youjip  Won and Kyeongsun  Cho and Seung-Min  Park","","","","Mitigating Impact of Starting New Session in Zoned Disk","549--551","","3","disk scheduling, jitter, multimedia, streaming, zoned disk","10.1145/500141.500239","","","","","","","2001","","Proceedings of the Ninth ACM International Conference on Multimedia","MULTIMEDIA '01","","1-58113-394-4","Ottawa, Canada","ACM","New York, NY, USA"
"article","191113","Darryl James Rothering","","","","Development of an OO Infrastructure for Mainframe Database Applications","205--211","","7","","10.1145/191081.191113","SIGPLAN Not.","Oct. 1994","29","10","","October","1994","0362-1340","","","","","","ACM","New York, NY, USA"
"article","191113","Darryl James Rothering","","","","Development of an OO Infrastructure for Mainframe Database Applications","205--211","","7","","10.1145/191080.191113","","","","","","","1994","","Proceedings of the Ninth Annual Conference on Object-oriented Programming Systems, Language, and Applications","OOPSLA '94","","0-89791-688-3","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","2818449","Jeong-Joon  Yoo and Jaedon  Lee and Sundeep  Krishnadasan and Wonjong  Lee and John  Brothers and Soojung  Ryu","","","","Tile-based Path Rendering for Mobile Device","5:1--5:6","5","6","GPU acceleration, resolution-independent graphics, tile-based path rendering, vector graphics","10.1145/2818427.2818449","","","","","","","2015","","SIGGRAPH Asia 2015 Mobile Graphics and Interactive Applications","SA '15","","978-1-4503-3928-5","Kobe, Japan","ACM","New York, NY, USA"
"article","2307906","Marica  Amadeo and Claudia  Campolo and Antonella  Molinaro","","","","Content-centric Networking: Is That a Solution for Upcoming Vehicular Networks?","99--102","","4","content-centric networking, future internet, ieee 802.11p, vehicular networks","10.1145/2307888.2307906","","","","","","","2012","","Proceedings of the Ninth ACM International Workshop on Vehicular Inter-networking, Systems, and Applications","VANET '12","","978-1-4503-1317-9","Low Wood Bay, Lake District, UK","ACM","New York, NY, USA"
"article","1124853","Tracee Vetting Wolf and Jennifer A. Rode and Jeremy  Sussman and Wendy A. Kellogg","","","","Dispelling Design As the Black Art of CHI","521--530","","10","creative design, design, method, process, prototyping, sketching, theory, user centered design","10.1145/1124772.1124853","","","","","","","2006","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '06","","1-59593-372-7","Montr&#233;al, Qu&#233;bec, Canada","ACM","New York, NY, USA"
"article","2749223","Alessandro  Amirante and Tobia  Castaldi and Lorenzo  Miniero and Simon Pietro Romano","","","","Performance Analysis of the Janus WebRTC Gateway","4:1--4:7","4","7","MCU, RTCWEB, SFU, SIP, WebRTC, gateway, performance","10.1145/2749215.2749223","","","","","","","2015","","Proceedings of the 1st Workshop on All-Web Real-Time Systems","AWeS '15","","978-1-4503-3477-8","Bordeaux, France","ACM","New York, NY, USA"
"article","2978183","Sam  Chung and Sky  Moon and Barbara  Endicott-Popovsky","","","","Architecture-Driven Penetration Testing Against an Identity Access Management (IAM) System","13--18","","6","identity and access management environment, oauth 2.0, penetration testing, software architecture","10.1145/2978178.2978183","","","","","","","2016","","Proceedings of the 5th Annual Conference on Research in Information Technology","RIIT '16","","978-1-4503-4453-1","Boston, Massachusetts, USA","ACM","New York, NY, USA"
"article","1133066","Adam J. Lee and Marianne  Winslett and Jim  Basney and Von  Welch","","","","Traust: A Trust Negotiation-based Authorization Service for Open Systems","39--48","","10","attribute-based access control, credentials, trust negotiation","10.1145/1133058.1133066","","","","","","","2006","","Proceedings of the Eleventh ACM Symposium on Access Control Models and Technologies","SACMAT '06","","1-59593-353-0","Lake Tahoe, California, USA","ACM","New York, NY, USA"
"article","2620740","Thomas G. Edwards and Warren  Belkin","","","","Using SDN to Facilitate Precisely Timed Actions on Real-time Data Streams","55--60","","6","media, real-time, sdn, source-timed","10.1145/2620728.2620740","","","","","","","2014","","Proceedings of the Third Workshop on Hot Topics in Software Defined Networking","HotSDN '14","","978-1-4503-2989-7","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","2459137","Gayatri  Lakshmanan","","","","HiPERS Batch.NET - a High Performance, Extensible, Reliable and Scalable Batch Framework Using Microsoft.NET","19:1--19:8","19","8","HiPERS batch, Microsoft .NET, batch processing, data parallelism, high performance batch, scalable, task parallelism","10.1145/2459118.2459137","","","","","","","2012","","Proceedings of the 5th ACM COMPUTE Conference: Intelligent &#38; Scalable System Technologies","COMPUTE '12","","978-1-4503-1440-4","Pune, India","ACM","New York, NY, USA"
"article","2442876","Vlad  Slavici and Daniel  Kunkle and Gene  Cooperman and Stephen  Linton","","","","An Efficient Programming Model for Memory-intensive Recursive Algorithms Using Parallel Disks","327--334","","8","","10.1145/2442829.2442876","","","","","","","2012","","Proceedings of the 37th International Symposium on Symbolic and Algebraic Computation","ISSAC '12","","978-1-4503-1269-1","Grenoble, France","ACM","New York, NY, USA"
"article","1099472","E. Axel Larsson","","","","A Case Study: Implementing Novell Identity Management at Drew University","165--170","","6","DirXML, active directory, directory services, eDirectory, identity management, novell, password management, single sign on","10.1145/1099435.1099472","","","","","","","2005","","Proceedings of the 33rd Annual ACM SIGUCCS Conference on User Services","SIGUCCS '05","","1-59593-200-3","Monterey, CA, USA","ACM","New York, NY, USA"
"article","1655115","Cynthia E. Irvine and Thuy D. Nguyen and David J. Shifflett and Timothy E. Levin and Jean  Khosalim and Charles  Prince and Paul C. Clark and Mark  Gondree","","","","MYSEA: The Monterey Security Architecture","39--48","","10","access controls, authentication, cryptographic controls, information flow controls","10.1145/1655108.1655115","","","","","","","2009","","Proceedings of the 2009 ACM Workshop on Scalable Trusted Computing","STC '09","","978-1-60558-788-2","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","1518688","Michael  Peter and Henning  Schild and Adam  Lackorzynski and Alexander  Warg","","","","Virtual Machines Jailed: Virtualization in Systems with Small Trusted Computing Bases","18--23","","6","microkernel, secure systems, small trusted computing base, virtualization","10.1145/1518684.1518688","","","","","","","2009","","Proceedings of the 1st EuroSys Workshop on Virtualization Technology for Dependable Systems","VDTS '09","","978-1-60558-473-7","Nuremberg, Germany","ACM","New York, NY, USA"
"article","1645175","Edward  Walker and Weijia  Xu and Vinoth  Chandar","","","","Composing and Executing Parallel Data-flow Graphs with Shell Pipes","11:1--11:10","11","10","coordination languages, data-flow processing, parallel processing","10.1145/1645164.1645175","","","","","","","2009","","Proceedings of the 4th Workshop on Workflows in Support of Large-Scale Science","WORKS '09","","978-1-60558-717-2","Portland, Oregon","ACM","New York, NY, USA"
"article","1014058","Eugene  Agichtein and Venkatesh  Ganti","","","","Mining Reference Tables for Automatic Text Segmentation","20--29","","10","data cleaning, information extraction, machine learning, text management, text segmentation","10.1145/1014052.1014058","","","","","","","2004","","Proceedings of the Tenth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","KDD '04","","1-58113-888-1","Seattle, WA, USA","ACM","New York, NY, USA"
"article","2896927","Pablo Lamela Seijas and Simon  Thompson and Miguel &#193;ngel Francisco","","","","Model Extraction and Test Generation from JUnit Test Suites","8--14","","7","","10.1145/2896921.2896927","","","","","","","2016","","Proceedings of the 11th International Workshop on Automation of Software Test","AST '16","","978-1-4503-4151-6","Austin, Texas","ACM","New York, NY, USA"
"article","1989488","Wenchao  Zhou and Qiong  Fei and Shengzhi  Sun and Tao  Tao and Andreas  Haeberlen and Zachary  Ives and Boon Thau  Loo and Micah  Sherr","","","","NetTrails: A Declarative Platform for Maintaining and Querying Provenance in Distributed Systems","1323--1326","","4","declarative networking, provenance, visualization","10.1145/1989323.1989488","","","","","","","2011","","Proceedings of the 2011 ACM SIGMOD International Conference on Management of Data","SIGMOD '11","","978-1-4503-0661-4","Athens, Greece","ACM","New York, NY, USA"
"article","277634","Gregor  Snelting","","","","Concept Analysis&Mdash;a New Framework for Program Understanding","1--10","","10","","10.1145/277633.277634","SIGPLAN Not.","July 1998","33","7","","July","1998","0362-1340","","","","","","ACM","New York, NY, USA"
"article","277634","Gregor  Snelting","","","","Concept Analysis&Mdash;a New Framework for Program Understanding","1--10","","10","","10.1145/277631.277634","","","","","","","1998","","Proceedings of the 1998 ACM SIGPLAN-SIGSOFT Workshop on Program Analysis for Software Tools and Engineering","PASTE '98","","1-58113-055-4","Montreal, Quebec, Canada","ACM","New York, NY, USA"
"article","1630075","Pai H. Chou","","","","Endosymbiotic Computing: Enabling Surrogate GUI and Cyber-physical Connectivity","625--626","","2","endosymbiotic computing, surrogate GUI, wireless interface","10.1145/1629911.1630075","","","","","","","2009","","Proceedings of the 46th Annual Design Automation Conference","DAC '09","","978-1-60558-497-3","San Francisco, California","ACM","New York, NY, USA"
